operateur;filiere;annee;code_region;nom_region;code_categorie_consommation;code_grand_secteur;code_secteur_naf2;nb_sites;conso_totale_mwh;conso_moyenne_mwh;nombre_de_mailles_secretisees;part_thermosensible;conso_totale_a_usages_thermosensibles_mwh;conso_totale_a_usages_non_thermosensibles_mwh;thermosensibilite_totale_kwh_dju;conso_totale_corrigee_de_l_alea_climatique_a_usages_thermosensibles_mwh;conso_moyenne_a_usages_thermosensibles_mwh;conso_moyenne_a_usages_non_thermosensibles_mwh;thermosensibilite_moyenne_kwh_dju;conso_moyenne_corrigee_de_l_alea_climatique_a_usages_thermosensibles_mwh;dju_a_tr;dju_a_tn;nombre_d_habitants;taux_de_logements_collectifs;taux_de_residences_principales;superficie_des_logements_30_m2;superficie_des_logements_30_a_40_m2;superficie_des_logements_40_a_60_m2;superficie_des_logements_60_a_80_m2;superficie_des_logements_80_a_100_m2;superficie_des_logements_100_m2;residences_principales_avant_1919;residences_principales_de_1919_a_1945;residences_principales_de_1946_a_1970;residences_principales_de_1971_a_1990;residences_principales_de_1991_a_2005;residences_principales_de_2006_a_2015;residences_principales_apres_2016;taux_de_chauffage_electrique
Régie communale du câble et d'électricité de Montataire;Electricité;2016;32;Hauts-de-France;ENT;INDUSTRIE;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie d'électricité de Bitche;Electricité;2016;44;Grand Est;ENT;TERTIAIRE;;222;7645.0;34.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie d'électricité de Bitche;Electricité;2016;44;Grand Est;RES;RESIDENTIEL;;2316;10925.0;4.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie d'électricité de Montvalezan-La-Rosière;Electricité;2016;84;Auvergne-Rhône-Alpes;ENT;INCONNU;;67;535.51;7.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie d'électricité de Saint-Quirc;Electricité;2016;76;Occitanie;ENT;INDUSTRIE;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie d'électricité de Saint-Quirc;Electricité;2016;76;Occitanie;ENT;TERTIAIRE;;43;192.72;4.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie d'électricité de Saint-Quirc;Electricité;2016;76;Occitanie;RES;RESIDENTIEL;;485;2551.43;5.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie d'électricité de Sainte Marie de Cuines;Electricité;2016;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;26;1533.0;58.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie d'électricité du Morel;Electricité;2016;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;399;2009.83;5.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie du syndicat électrique intercommunal du Pays Chartrain (RSEIPC);Electricité;2016;24;Centre-Val de Loire;ENT;AGRICULTURE;;32;1585.02;49.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie du syndicat électrique intercommunal du Pays Chartrain (RSEIPC);Electricité;2016;24;Centre-Val de Loire;ENT;INDUSTRIE;;317;142937.44;450.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie du syndicat électrique intercommunal du Pays Chartrain (RSEIPC);Electricité;2016;24;Centre-Val de Loire;ENT;TERTIAIRE;;258;27832.27;107.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie du syndicat électrique intercommunal du Pays Chartrain (RSEIPC);Electricité;2016;24;Centre-Val de Loire;ENT;INCONNU;;306;78126.36;255.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie du syndicat intercommunal d'électricité de la vallée de Thônes;Electricité;2016;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;413;48287.0;116.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie du syndicat intercommunal d'électricité de la vallée de Thônes;Electricité;2016;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;22999;109103.0;4.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Bozel;Electricité;2016;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;1505;9444.6;6.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Gervans;Electricité;2016;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;21;233.0;11.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Gervans;Electricité;2016;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;257;1737.0;6.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de La Cabanasse;Electricité;2016;76;Occitanie;ENT;TERTIAIRE;;50;879.0;17.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de La Cabanasse;Electricité;2016;76;Occitanie;RES;RESIDENTIEL;;614;2219.0;3.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Prats-de-Mollo-la-Preste;Electricité;2016;76;Occitanie;ENT;AGRICULTURE;;5;65.0;13.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Prats-de-Mollo-la-Preste;Electricité;2016;76;Occitanie;ENT;TERTIAIRE;;124;2800.0;22.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Prats-de-Mollo-la-Preste;Electricité;2016;76;Occitanie;RES;RESIDENTIEL;;1044;3600.0;3.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Sainte-Foy-Tarentaise;Electricité;2016;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;1005;7990.4;7.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Tignes;Electricité;2016;84;Auvergne-Rhône-Alpes;ENT;AGRICULTURE;;2;5.0;2.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Tignes;Electricité;2016;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;4930;12060.0;2.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Villaroger;Electricité;2016;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;3;50.18;16.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Villaroger;Electricité;2016;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;373;2647.5;7.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Villeneuve-Au-Chêne;Electricité;2016;44;Grand Est;RES;RESIDENTIEL;;205;1267.0;6.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2016;44;Grand Est;ENT;AGRICULTURE;;3;3.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2016;44;Grand Est;RES;RESIDENTIEL;;5854;25223.0;4.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2016;44;Grand Est;ENT;INCONNU;;564;5355.0;9.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie Municipale Bazas-Energies;Electricité;2016;75;Nouvelle-Aquitaine;ENT;TERTIAIRE;;84;1428.99;17.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité d'Allevard;Electricité;2016;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;62;651.0;10.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité d'Allevard;Electricité;2016;84;Auvergne-Rhône-Alpes;ENT;INCONNU;;354;4153.0;11.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité d'Arignac;Electricité;2016;76;Occitanie;RES;RESIDENTIEL;;421;1994.0;4.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité d'Arignac;Electricité;2016;76;Occitanie;ENT;INCONNU;;21;153.0;7.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de l'Hospitalet Près L'Andorre;Electricité;2016;76;Occitanie;ENT;TERTIAIRE;;21;256.0;12.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2016;44;Grand Est;ENT;INCONNU;;448;9739.0;21.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Chambre;Electricité;2016;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;;1;2647.0;2647.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Chambre;Electricité;2016;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;111;1943.0;17.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de la Ferrière;Electricité;2016;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;;1;0.0;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de la Ferrière;Electricité;2016;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;778;1860.0;2.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de la Ferrière;Electricité;2016;84;Auvergne-Rhône-Alpes;ENT;INCONNU;;65;506.0;7.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Laruns;Electricité;2016;75;Nouvelle-Aquitaine;ENT;INDUSTRIE;;236;3486.0;14.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Laruns;Electricité;2016;75;Nouvelle-Aquitaine;RES;RESIDENTIEL;;1104;3992.0;3.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Laruns;Electricité;2016;75;Nouvelle-Aquitaine;ENT;INCONNU;;22;355.0;16.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Martres Tolosane;Electricité;2016;76;Occitanie;ENT;INCONNU;;208;3647.0;17.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2016;76;Occitanie;ENT;AGRICULTURE;;68;119.31;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mercus;Electricité;2016;76;Occitanie;ENT;TERTIAIRE;;41;464.0;11.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Merens les Vals;Electricité;2016;76;Occitanie;ENT;TERTIAIRE;;12;91.0;7.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Merens les Vals;Electricité;2016;76;Occitanie;ENT;INCONNU;;26;199.0;7.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Pontamafrey-Montpascal;Electricité;2016;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;;3;700.0;233.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Pontamafrey-Montpascal;Electricité;2016;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;23;466.0;20.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Pontamafrey-Montpascal;Electricité;2016;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;187;1731.0;9.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Quie;Electricité;2016;76;Occitanie;RES;RESIDENTIEL;;177;949.0;5.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saint Martin sur La Chambre;Electricité;2016;84;Auvergne-Rhône-Alpes;ENT;AGRICULTURE;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saint Martin sur La Chambre;Electricité;2016;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;17;501.0;29.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saint Martin sur La Chambre;Electricité;2016;84;Auvergne-Rhône-Alpes;ENT;INCONNU;;12;73.0;6.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Salins les Bains;Electricité;2016;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;;261;10288.19;39.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2016;76;Occitanie;ENT;AGRICULTURE;;42;1034.91;24.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2016;76;Occitanie;ENT;TERTIAIRE;;384;6980.01;18.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariège;Electricité;2016;76;Occitanie;RES;RESIDENTIEL;;1641;7264.0;4.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Varilhes;Electricité;2016;76;Occitanie;ENT;INDUSTRIE;;7;2847.0;406.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'energie électrique de Quillan;Electricité;2016;76;Occitanie;ENT;INDUSTRIE;;5;3457.0;691.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale de Presle;Electricité;2016;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;10;29.0;2.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale de Saint-Avre;Electricité;2016;84;Auvergne-Rhône-Alpes;ENT;INCONNU;;10;128.0;12.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale électrique de Saint Leonard de Noblat;Electricité;2016;75;Nouvelle-Aquitaine;ENT;INDUSTRIE;;12;1195.0;99.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale électrique Les Houches;Electricité;2016;84;Auvergne-Rhône-Alpes;ENT;AGRICULTURE;;3;52.0;17.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale électrique Les Houches;Electricité;2016;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;51;4020.0;78.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale électrique Les Houches;Electricité;2016;84;Auvergne-Rhône-Alpes;ENT;INCONNU;;4688;28321.0;6.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale gaz électricité de Bonneville;Electricité;2016;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;;24;31761.0;1323.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale gaz électricité de Bonneville;Electricité;2016;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;953;28777.0;30.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale gaz électricité de Sallanches;Electricité;2016;84;Auvergne-Rhône-Alpes;ENT;INCONNU;;97;1101.0;11.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale multiservices de La Réole;Electricité;2016;75;Nouvelle-Aquitaine;ENT;AGRICULTURE;;7;182.0;26.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale multiservices de La Réole;Electricité;2016;75;Nouvelle-Aquitaine;ENT;TERTIAIRE;;239;3229.78;13.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régies municipales d'électricité de Cazeres;Electricité;2016;76;Occitanie;RES;RESIDENTIEL;;2715;13038.0;4.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régies municipales d'électricité de Cazeres;Electricité;2016;76;Occitanie;ENT;INCONNU;;426;9411.0;22.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTE;Electricité;2016;11;Île-de-France;ENT;TERTIAIRE;;86;3768217.29;43816.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTE;Electricité;2016;24;Centre-Val de Loire;ENT;INDUSTRIE;;22;776913.5;35314.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTE;Electricité;2016;44;Grand Est;ENT;INDUSTRIE;;85;7335838.52;86303.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTE;Electricité;2016;76;Occitanie;ENT;INDUSTRIE;;44;2000041.79;45455.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTE;Electricité;2016;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;;37;6754459.7;182552.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTE;Electricité;2016;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;;46;563077.78;12240.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAEML Energies Services Lannemezan;Electricité;2016;76;Occitanie;ENT;AGRICULTURE;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAEML Hunelec;Electricité;2016;44;Grand Est;ENT;AGRICULTURE;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SDED d'Erôme;Electricité;2016;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;1;6.0;6.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SDED d'Erôme;Electricité;2016;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;404;2323.0;5.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SEM Beauvois Distrelec;Electricité;2016;32;Hauts-de-France;ENT;AGRICULTURE;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SEM Beauvois Distrelec;Electricité;2016;32;Hauts-de-France;RES;RESIDENTIEL;;1044;5431.0;5.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SICAE de l'Aisne;Electricité;2016;32;Hauts-de-France;ENT;TERTIAIRE;;73;18967.0;259.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SICAE de l'Aisne;Electricité;2016;32;Hauts-de-France;RES;RESIDENTIEL;;23826;125751.0;5.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SICAE de l'Aisne;Electricité;2016;44;Grand Est;RES;RESIDENTIEL;;111;453.0;4.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SICAE de l'Aisne;Electricité;2016;44;Grand Est;ENT;INCONNU;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SICAE de la Somme et du Cambraisis;Electricité;2016;32;Hauts-de-France;ENT;AGRICULTURE;;288;40450.0;140.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SICAE de la Somme et du Cambraisis;Electricité;2016;32;Hauts-de-France;RES;RESIDENTIEL;;29771;184717.0;6.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SICAE de la vallée du Sausseron;Electricité;2016;11;Île-de-France;RES;RESIDENTIEL;;7640;53322.48;6.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SICAE des cantons de la Ferté-Alais et limitrophes;Electricité;2016;11;Île-de-France;ENT;INDUSTRIE;;14;67443.0;4817.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SICAE des cantons de la Ferté-Alais et limitrophes;Electricité;2016;11;Île-de-France;ENT;TERTIAIRE;;35;6323.0;180.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SICAE du Carmausin;Electricité;2016;76;Occitanie;RES;RESIDENTIEL;;5102;26966.0;5.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SICAE ELY;Electricité;2016;11;Île-de-France;ENT;INDUSTRIE;;17;7723.0;454.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SICAE ELY;Electricité;2016;11;Île-de-France;ENT;TERTIAIRE;;25;12294.0;491.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SICAE ELY;Electricité;2016;11;Île-de-France;RES;RESIDENTIEL;;11006;78984.0;7.0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SICAE ELY;Electricité;2016;24;Centre-Val de Loire;ENT;TERTIAIRE;;31;6181.0;199.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SICAE ELY;Electricité;2016;75;Nouvelle-Aquitaine;ENT;TERTIAIRE;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SICAE Est;Electricité;2016;27;Bourgogne-Franche-Comté;RES;RESIDENTIEL;;16692;84707.01;5.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SICAE Est;Electricité;2016;44;Grand Est;RES;RESIDENTIEL;;5211;23409.15;4.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SICAE Oise;Electricité;2016;32;Hauts-de-France;ENT;AGRICULTURE;;101;7950.01;78.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SICAP;Electricité;2016;24;Centre-Val de Loire;RES;RESIDENTIEL;;20208;160421.0;7.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sivom d'Energies du Pays Toy;Electricité;2016;76;Occitanie;ENT;INDUSTRIE;;32;935.0;29.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sivom d'Energies du Pays Toy;Electricité;2016;76;Occitanie;ENT;TERTIAIRE;;320;2070.0;6.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sivom d'Energies du Pays Toy;Electricité;2016;76;Occitanie;RES;RESIDENTIEL;;2995;9131.0;3.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Société d'intérêt collectif agricole;Electricité;2016;32;Hauts-de-France;ENT;AGRICULTURE;;1;56.0;56.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Société d'intérêt collectif agricole;Electricité;2016;32;Hauts-de-France;ENT;INDUSTRIE;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SRD;Electricité;2016;24;Centre-Val de Loire;ENT;INCONNU;;1;35.34;35.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Syndicat intercommunal d'électricité de Labergement Sainte Marie;Electricité;2016;27;Bourgogne-Franche-Comté;ENT;AGRICULTURE;;46;938.0;20.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
URM (Metz);Electricité;2016;44;Grand Est;ENT;AGRICULTURE;;1;167.0;167.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
URM (Metz);Electricité;2016;44;Grand Est;RES;RESIDENTIEL;;163285;742678.0;4.0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
URM (Metz);Electricité;2016;44;Grand Est;ENT;INCONNU;;1732;603237.0;348.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Usines électrique municipale (UEM) Neuf-Brisach;Electricité;2016;44;Grand Est;ENT;INCONNU;;259;9952.66;38.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Usines municipales d'Erstein;Electricité;2016;44;Grand Est;ENT;AGRICULTURE;;13;81.0;6.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Usines municipales d'Erstein;Electricité;2016;44;Grand Est;ENT;INDUSTRIE;;43;55505.0;1290.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energies Services Lavaur;Gaz;2015;76;Occitanie;ENT;INDUSTRIE;;3;1851.0;617.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energies Services Lavaur;Gaz;2015;76;Occitanie;RES;RESIDENTIEL;;1018;18944.0;18.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energie et services de Seyssel;Gaz;2015;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;3;2972.0;990.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energie et services de Seyssel;Gaz;2015;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;282;5032.75;17.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gascogne Energies Services;Gaz;2015;75;Nouvelle-Aquitaine;ENT;AGRICULTURE;;23;1520.0;66.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gascogne Energies Services;Gaz;2015;75;Nouvelle-Aquitaine;RES;RESIDENTIEL;;1748;37340.0;21.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gascogne Energies Services;Gaz;2015;76;Occitanie;ENT;AGRICULTURE;;2;1450.0;725.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gascogne Energies Services;Gaz;2015;76;Occitanie;ENT;INCONNU;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gaz de Barr;Gaz;2015;44;Grand Est;ENT;AGRICULTURE;;1;3476.0;3476.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gaz de Barr;Gaz;2015;44;Grand Est;ENT;INDUSTRIE;;3;148269.0;49423.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gaz de Barr;Gaz;2015;44;Grand Est;ENT;TERTIAIRE;;113;114566.0;1013.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gazelec de Péronne;Gaz;2015;32;Hauts-de-France;ENT;AGRICULTURE;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gazelec de Péronne;Gaz;2015;32;Hauts-de-France;ENT;INDUSTRIE;;31;20696.0;667.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gazelec de Péronne;Gaz;2015;32;Hauts-de-France;RES;RESIDENTIEL;;2069;25992.0;12.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gazelec de Péronne;Gaz;2015;32;Hauts-de-France;ENT;INCONNU;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2015;11;Île-de-France;ENT;INDUSTRIE;;1221;2461729.0;2016.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2015;11;Île-de-France;ENT;INCONNU;;1457;1586975.0;1089.0;138;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2015;24;Centre-Val de Loire;ENT;INCONNU;;98;89460.0;912.0;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2015;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;;791;3117812.0;3941.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2015;27;Bourgogne-Franche-Comté;RES;RESIDENTIEL;;505778;8679379.0;17.0;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2015;28;Normandie;ENT;INDUSTRIE;;674;5011750.0;7435.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2015;28;Normandie;ENT;TERTIAIRE;;2891;3423602.0;1184.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2015;32;Hauts-de-France;ENT;AGRICULTURE;;80;68104.0;851.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2015;32;Hauts-de-France;ENT;TERTIAIRE;;5669;6076903.0;1071.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2015;32;Hauts-de-France;RES;RESIDENTIEL;;1399090;21942011.0;15.0;81;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2015;44;Grand Est;ENT;INDUSTRIE;;1146;6162025.0;5376.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2015;44;Grand Est;ENT;TERTIAIRE;;4661;4479461.0;961.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
