operateur;filiere;annee;code_region;nom_region;code_categorie_consommation;code_grand_secteur;code_secteur_naf2;nb_sites;conso_totale_mwh;conso_moyenne_mwh;nombre_de_mailles_secretisees;part_thermosensible;conso_totale_a_usages_thermosensibles_mwh;conso_totale_a_usages_non_thermosensibles_mwh;thermosensibilite_totale_kwh_dju;conso_totale_corrigee_de_l_alea_climatique_a_usages_thermosensibles_mwh;conso_moyenne_a_usages_thermosensibles_mwh;conso_moyenne_a_usages_non_thermosensibles_mwh;thermosensibilite_moyenne_kwh_dju;conso_moyenne_corrigee_de_l_alea_climatique_a_usages_thermosensibles_mwh;dju_a_tr;dju_a_tn;nombre_d_habitants;taux_de_logements_collectifs;taux_de_residences_principales;superficie_des_logements_30_m2;superficie_des_logements_30_a_40_m2;superficie_des_logements_40_a_60_m2;superficie_des_logements_60_a_80_m2;superficie_des_logements_80_a_100_m2;superficie_des_logements_100_m2;residences_principales_avant_1919;residences_principales_de_1919_a_1945;residences_principales_de_1946_a_1970;residences_principales_de_1971_a_1990;residences_principales_de_1991_a_2005;residences_principales_de_2006_a_2015;residences_principales_apres_2016;taux_de_chauffage_electrique
Enedis;Electricité;2018;76;Occitanie;ENT;TERTIAIRE;96;282;60699.8386809332;215.247654896926;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;52;Pays de la Loire;ENT;TERTIAIRE;38;193;138582.960043641;718.046425096584;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;52;Pays de la Loire;ENT;TERTIAIRE;69;120;9359.43678316447;77.9953065263706;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;52;Pays de la Loire;ENT;TERTIAIRE;75;12;1414.51178328101;117.875981940084;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;11;167;99080.8064594022;593.29824227187;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;16;80;7705.64968988661;96.3206211235826;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;29;32;13194.0149655909;412.312967674716;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;30;29;80304.9306978132;2769.1355413039;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;84;6884;1058864.99570164;153.81536834713;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;93;Provence-Alpes-Côte d'Azur;PRO;INDUSTRIE;;21477;232927.911042223;10.8454584458827;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;11;Île-de-France;ENT;INDUSTRIE;08;95;48473.8049064028;510.250577962135;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;11;Île-de-France;ENT;INDUSTRIE;21;98;157100.188387073;1603.06314680686;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;11;Île-de-France;ENT;TERTIAIRE;38;330;258037.701742816;781.932429523685;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;11;Île-de-France;ENT;TERTIAIRE;71;842;277288.067132002;329.320744812354;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;11;Île-de-France;ENT;TERTIAIRE;90;434;131578.434131364;303.176115510054;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;84;Auvergne-Rhône-Alpes;ENT;AGRICULTURE;03;17;8141.89497938789;478.934998787523;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;38;404;234147.449272528;579.57289423893;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;08;142;66099.4915553733;465.489377150517;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;24;54;143785.81680946;2662.70031128629;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;53;Bretagne;ENT;INDUSTRIE;24;18;77084.5953164714;4282.47751758175;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;53;Bretagne;ENT;INDUSTRIE;30;46;28246.2341381604;614.048568220877;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;24;Centre-Val de Loire;ENT;INDUSTRIE;08;78;40766.197638707;522.643559470603;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;24;Centre-Val de Loire;ENT;TERTIAIRE;59;28;4725.41799027093;168.764928223962;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;24;Centre-Val de Loire;ENT;TERTIAIRE;68;1164;159867.87244763;137.34353303061;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;44;Grand-Est;ENT;INDUSTRIE;21;17;74747.9128908774;4396.93605240456;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;44;Grand-Est;ENT;TERTIAIRE;38;278;194341.765525853;699.071099013859;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;44;Grand-Est;ENT;TERTIAIRE;82;192;50816.9134114181;264.671424017803;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;44;Grand-Est;ENT;TERTIAIRE;91;46;8386.89728466521;182.323854014461;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;44;Grand-Est;ENT;TERTIAIRE;92;8;4988.38665272913;623.548331591142;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;32;Hauts-de-France;ENT;TERTIAIRE;61;249;81932.5124626675;329.046234789829;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;32;Hauts-de-France;ENT;TERTIAIRE;66;98;12269.133608516;125.195240903224;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;32;Hauts-de-France;ENT;TERTIAIRE;78;13;1588.51375525977;122.193365789213;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;28;Normandie;ENT;TERTIAIRE;55;730;135575.45700224;185.719804112658;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;28;Normandie;ENT;TERTIAIRE;70;1032;215693.066848636;209.004909737051;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;28;Normandie;ENT;TERTIAIRE;84;4066;482205.187725861;118.594487881422;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;75;Nouvelle Aquitaine;ENT;INDUSTRIE;27;91;158601.321175058;1742.87166126437;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;75;Nouvelle Aquitaine;ENT;TERTIAIRE;56;2201;256410.116768839;116.497099849541;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;75;Nouvelle Aquitaine;ENT;TERTIAIRE;62;68;29206.2346198584;429.503450292036;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;75;Nouvelle Aquitaine;PRO;INDUSTRIE;;24507;254935.391159716;10.4025540114953;2208;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;52;Pays de la Loire;ENT;INDUSTRIE;43;929;73109.2870319045;78.6967567620071;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;11;172;108166.114236699;628.872757190113;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;69;135;10182.0829044637;75.4228363293605;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;88;605;103141.189411292;170.481304812052;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;98;433;32826.6777419048;75.8121887803807;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;11;Île-de-France;ENT;INCONNU;;149;8021.53917026501;53.8358333574833;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;11;Île-de-France;ENT;INDUSTRIE;11;61;54132.3315723813;887.415271678381;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;11;Île-de-France;ENT;TERTIAIRE;46;4724;955142.768270472;202.1894090327;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;11;Île-de-France;ENT;TERTIAIRE;63;228;577159.875927313;2531.40296459348;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;19;16;15638.6517232422;977.415732702638;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;25;2503;1353048.50228548;540.570716054925;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;62;132;109815.893714124;831.938588743364;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;72;113;131509.873641057;1163.80419151378;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;33;137;13005.8383545827;94.933126675786;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;63;23;6146.70205479624;267.247915425923;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;69;76;5441.23083527271;71.5951425693778;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;84;3080;427316.90899751;138.739256168023;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;53;Bretagne;PRO;AGRICULTURE;;27801;571711.900204032;20.5644365383991;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;24;Centre-Val de Loire;ENT;INDUSTRIE;41;136;11805.3546845349;86.8040785627566;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;24;Centre-Val de Loire;ENT;TERTIAIRE;62;29;19719.8152817912;679.993630406593;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;24;Centre-Val de Loire;ENT;TERTIAIRE;63;16;14456.6956301573;903.543476884831;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;24;Centre-Val de Loire;ENT;TERTIAIRE;79;4;379.183450616282;94.7958626540704;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;44;Grand-Est;ENT;AGRICULTURE;03;5;757.1150777;151.42301554;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;44;Grand-Est;ENT;INDUSTRIE;41;244;25720.307264869;105.411095347824;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;32;Hauts-de-France;ENT;TERTIAIRE;96;244;22450.4531937171;92.0100540726111;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;28;Normandie;ENT;TERTIAIRE;52;449;246761.564137331;549.580321018554;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;28;Normandie;ENT;TERTIAIRE;58;17;3265.45743300605;192.085731353297;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;28;Normandie;RES;RESIDENTIEL;;1727257;8757068.84126103;5.06992812375983;0;36.59;3204188.01137116;5552880.82988986;1955815.69367911;3120434.42769471;1.85507310803845;3.21485501572138;1.13232465908612;1.80658374966476;1638.28729962981;1595.46445903848;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;86;552;546499.864656497;990.035986696552;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;55;2823;493407.931697173;174.781413991205;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;84;9839;1250057.56647662;127.051282292573;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;06;2;73.7603936181469;36.8801968090735;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;81;43;3602.81373482922;83.7863659262609;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;95;12;1538.86555401549;128.238796167957;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;53;Bretagne;ENT;TERTIAIRE;46;1093;271717.375409978;248.597781710868;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;53;Bretagne;ENT;TERTIAIRE;70;1021;253212.844667137;248.004745021682;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;44;Grand-Est;ENT;TERTIAIRE;65;52;7399.01036562074;142.288660877322;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;44;Grand-Est;PRO;AGRICULTURE;;25439;288269.067719932;11.3317767097737;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;28;Normandie;ENT;INDUSTRIE;26;38;52896.9925733162;1392.02612035043;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;28;Normandie;ENT;TERTIAIRE;55;717;116950.553952621;163.110953908816;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;76;Occitanie;ENT;INDUSTRIE;15;34;9383.61080250996;275.988553014999;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;76;Occitanie;ENT;TERTIAIRE;51;6;10150.7084400125;1691.78474000208;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;35;1302;344378.3395547;264.499492745545;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;37;139;88428.5949453995;636.176942053234;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;50;10;537.101725335545;53.7101725335545;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;99;26;8208.82016580671;315.723852531027;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;13;26;15995.7582331294;615.221470504978;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;20;63;93607.280181049;1485.82984414364;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;53;Bretagne;ENT;TERTIAIRE;63;17;4121.46059390133;242.438858464784;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;53;Bretagne;ENT;TERTIAIRE;88;317;51339.7586553353;161.955074622509;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;44;Grand-Est;ENT;TERTIAIRE;77;99;12471.6764232488;125.976529527766;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;44;Grand-Est;ENT;TERTIAIRE;92;9;10251.0372724846;1139.00414138718;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;32;Hauts-de-France;ENT;INDUSTRIE;09;1;2996.359;2996.359;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;32;Hauts-de-France;ENT;INDUSTRIE;21;29;196822.383911573;6786.97875557148;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;32;Hauts-de-France;ENT;TERTIAIRE;50;4;695.249002384101;173.812250596025;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;76;Occitanie;ENT;TERTIAIRE;75;13;821.514109058807;63.1933930045236;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;76;Occitanie;ENT;TERTIAIRE;90;82;11923.603983243;145.409804673695;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;52;Pays de la Loire;ENT;INDUSTRIE;25;865;443962.30799619;513.251223116982;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;52;Pays de la Loire;ENT;TERTIAIRE;71;189;26205.7067261427;138.654532942554;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;11;Île-de-France;ENT;TERTIAIRE;47;8371;2480867.73688864;296.364560612668;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;11;Île-de-France;ENT;TERTIAIRE;96;1592;88957.9930829142;55.8781363586145;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;11;Île-de-France;PRO;AGRICULTURE;;3645;41759.6090449621;11.4566828655589;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;46;3017;660781.219537059;219.01929716177;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;49;1638;522238.729215365;318.827063013043;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;24;Centre-Val de Loire;ENT;TERTIAIRE;95;8;467.942218401479;58.4927773001849;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;24;Centre-Val de Loire;PRO;INCONNU;;4080;22232.2077532093;5.44907052774739;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;28;Normandie;ENT;INDUSTRIE;13;62;64733.1892350774;1044.08369733996;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;75;Nouvelle Aquitaine;ENT;AGRICULTURE;01;5202;454755.671195842;87.4193908488739;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;75;Nouvelle Aquitaine;ENT;INDUSTRIE;23;392;306289.899228548;781.351783746296;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;75;Nouvelle Aquitaine;ENT;TERTIAIRE;70;1657;356724.322968846;215.283236553317;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;76;Occitanie;ENT;AGRICULTURE;02;44;12075.1966863889;274.43628832702;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;76;Occitanie;ENT;INDUSTRIE;16;241;109008.562335517;452.317686039488;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;76;Occitanie;ENT;INDUSTRIE;23;448;289511.943668954;646.232017118201;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;76;Occitanie;ENT;TERTIAIRE;33;158;23281.6056539344;147.351934518572;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;76;Occitanie;ENT;TERTIAIRE;47;3986;1221383.91334633;306.418442886685;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;76;Occitanie;ENT;TERTIAIRE;49;543;189822.451274112;349.580941572951;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;52;Pays de la Loire;ENT;AGRICULTURE;02;16;881.480995677722;55.0925622298576;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;52;Pays de la Loire;ENT;INDUSTRIE;23;252;143753.810100881;570.45162738445;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;52;Pays de la Loire;ENT;INDUSTRIE;42;198;25092.7037177891;126.730826857521;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;52;Pays de la Loire;PRO;TERTIAIRE;;205280;1779971.49549494;8.67094454157709;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;16;79;7318.20266768841;92.6354768061824;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;21;27;67258.9550451352;2491.07240907908;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;49;622;243359.638106261;391.253437469873;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;56;2268;255802.578292026;112.787732932992;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;11;Île-de-France;ENT;INDUSTRIE;24;54;38574.9057873431;714.35010717302;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;11;Île-de-France;ENT;TERTIAIRE;71;985;235291.136024441;238.874249771006;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;25;292;95648.383;327.563;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;42;255;31059.948;121.804;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;45;924;101131.954;109.45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;60;7;2312.465;330.352;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;91;52;23369.053;449.405;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;93;Provence-Alpes-Côte d'Azur;PRO;INDUSTRIE;;25602;252851.829;9.876;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;50;10;648.77;64.877;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;53;172;32065.948;186.43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;76;Occitanie;ENT;INDUSTRIE;42;491;95100.141;193.687;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;76;Occitanie;ENT;TERTIAIRE;63;23;20338.687;884.291;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;76;Occitanie;ENT;TERTIAIRE;75;19;1579.521;83.133;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;76;Occitanie;ENT;TERTIAIRE;81;112;24068.658;214.899;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;76;Occitanie;ENT;TERTIAIRE;90;89;11077.461;124.466;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;75;Nouvelle-Aquitaine;ENT;INDUSTRIE;26;62;70628.541;1139.17;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;75;Nouvelle-Aquitaine;ENT;TERTIAIRE;64;794;135754.358;170.975;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;75;Nouvelle-Aquitaine;ENT;TERTIAIRE;72;86;135609.968;1576.86;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;53;Bretagne;ENT;TERTIAIRE;68;1137;122321.317;107.583;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;53;Bretagne;ENT;TERTIAIRE;69;96;5733.655;59.726;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;53;Bretagne;ENT;TERTIAIRE;77;99;16980.151;171.517;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;53;Bretagne;ENT;TERTIAIRE;96;126;14822.541;117.639;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;52;Pays de la Loire;ENT;INDUSTRIE;13;54;59022.679;1093.013;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;52;Pays de la Loire;ENT;INDUSTRIE;14;66;6627.299;100.414;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;52;Pays de la Loire;ENT;INDUSTRIE;35;616;206661.878;335.49;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;52;Pays de la Loire;ENT;TERTIAIRE;95;25;3578.117;143.125;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;44;Grand Est;ENT;AGRICULTURE;01;1773;169105.495;95.378;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;32;Hauts-de-France;ENT;TERTIAIRE;66;118;16284.745;138.006;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;28;Normandie;ENT;INCONNU;;40;1337.697;33.442;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;28;Normandie;ENT;INDUSTRIE;12;1;3465.318;3465.318;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;28;Normandie;ENT;TERTIAIRE;60;7;1502.552;214.65;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
